Id,algebra,programming,data science,robotics,economics,finance,job,salary
13265,84,71,78,80,66,89,junior developer,170000
13266,60,71,75,73,65,83,developer,260000
13267,61,72,87,54,72,75,economist,320000
13268,82,94,88,75,90,56,economist,350000
13269,68,80,77,91,60,83,finance director,1040000
13270,97,68,92,99,95,74,junior developer,180000
13271,72,61,93,83,55,83,finance director,1250000
13272,87,71,81,62,71,51,logistics manager,500000
13273,96,74,89,64,54,65,robotics engineer,1020000
13274,70,94,72,91,95,70,finance director,1290000
13275,63,90,68,68,61,69,economist,340000
13276,50,87,87,65,64,80,data scientist,840000
13277,66,85,53,57,78,62,logistics manager,480000
13278,58,97,93,61,55,59,developer,340000
13279,83,81,89,72,89,72,finance director,1410000
13280,94,99,78,85,94,95,developer,360000
13281,53,87,74,66,65,82,robotics engineer,930000
13282,83,72,78,61,88,95,data scientist,700000
13283,69,63,54,70,99,62,robotics engineer,880000
13284,98,90,92,88,82,63,finance director,1380000
13285,98,68,72,96,84,96,junior developer,190000
13286,86,64,92,56,50,62,junior developer,150000
13287,83,91,61,56,74,53,senior developer,630000
13288,70,62,56,80,79,90,economist,370000
13289,68,58,73,79,96,55,economist,340000
13290,97,57,81,91,62,74,senior developer,490000
13291,56,77,53,99,66,65,logistics manager,460000
13292,92,60,87,71,58,51,economist,310000
13293,93,85,77,58,89,84,logistics manager,640000
13294,96,51,63,68,55,55,data scientist,670000
13295,96,76,66,76,81,84,senior developer,490000
13296,83,83,69,52,72,88,senior developer,550000
13297,95,66,83,85,57,78,junior developer,170000
13298,76,67,71,96,77,61,data scientist,630000
13299,81,76,50,66,75,94,data scientist,770000
13300,91,78,63,56,98,57,data scientist,920000
13301,61,55,90,69,73,64,finance director,1100000
13302,74,93,51,62,65,76,developer,410000
13303,95,88,75,94,68,74,junior developer,190000
13304,59,80,73,54,52,99,developer,330000
13305,93,58,59,54,93,57,senior developer,440000
13306,63,80,82,58,61,67,finance director,1120000
13307,51,60,55,81,67,80,finance director,880000
13308,61,65,62,77,77,97,data scientist,650000
13309,83,92,57,56,98,57,finance director,1210000
13310,92,86,51,96,54,60,data scientist,900000
13311,68,93,84,64,99,63,finance director,1220000
13312,98,58,89,61,88,86,robotics engineer,950000
13313,84,75,63,57,74,76,data scientist,840000
13314,96,95,52,95,73,99,robotics engineer,1030000
13315,59,97,56,65,90,79,data scientist,860000
13316,66,79,86,99,83,77,senior developer,540000
13317,98,64,57,54,71,87,developer,340000
13318,61,58,65,87,76,96,robotics engineer,870000
13319,65,78,95,89,99,79,logistics manager,680000
13320,58,70,85,57,63,89,robotics engineer,910000
13321,63,73,53,53,99,66,junior developer,150000
13322,51,92,55,90,90,77,developer,340000
13323,73,89,86,56,62,67,finance director,1180000
13324,59,97,72,72,73,72,senior developer,540000
13325,63,65,53,63,64,78,economist,330000
13326,57,96,67,79,90,69,robotics engineer,970000
13327,55,72,83,56,78,78,senior developer,530000
13328,90,80,62,90,57,73,senior developer,540000
13329,82,77,90,53,88,72,developer,300000
13330,98,84,79,99,82,94,finance director,1390000
13331,67,51,70,83,64,79,junior developer,130000
13332,52,96,73,63,58,58,data scientist,930000
13333,94,89,63,96,75,65,developer,420000
13334,64,59,64,75,92,84,developer,260000
13335,60,80,94,63,84,88,economist,420000
13336,85,55,76,83,82,54,robotics engineer,910000
13337,51,67,70,64,72,97,data scientist,720000
13338,52,76,90,93,56,82,junior developer,140000
13339,51,72,76,52,84,70,data scientist,620000
13340,87,80,85,99,75,67,junior developer,180000
13341,53,50,75,94,67,83,robotics engineer,860000
13342,69,52,76,91,63,74,economist,310000
13343,89,70,93,64,97,51,senior developer,550000
13344,89,55,52,82,60,54,data scientist,690000
13345,79,87,87,67,80,89,robotics engineer,1120000
13346,77,50,86,74,52,57,logistics manager,560000
13347,96,90,74,61,73,82,logistics manager,630000
13348,74,77,82,67,84,73,economist,400000
13349,92,75,80,91,77,90,robotics engineer,1100000
13350,52,86,67,77,99,75,developer,300000
13351,93,86,82,50,76,72,developer,390000
13352,52,80,63,56,54,88,developer,260000
13353,80,93,62,96,61,62,logistics manager,580000
13354,70,73,85,76,88,86,economist,460000
13355,89,95,94,66,89,57,economist,430000
13356,54,84,56,71,86,54,finance director,1090000
13357,79,87,69,58,93,50,robotics engineer,1040000
13358,66,66,97,68,69,81,developer,300000
13359,98,84,51,59,73,75,logistics manager,520000
13360,91,60,61,94,74,84,logistics manager,490000
13361,89,95,57,90,94,76,finance director,1300000
13362,79,51,52,88,89,83,data scientist,590000
13363,69,81,97,92,53,78,robotics engineer,1130000
13364,96,99,68,76,92,60,robotics engineer,1030000
13365,56,66,91,77,68,63,developer,230000
13366,86,51,52,74,92,53,data scientist,640000
13367,80,61,78,52,82,77,junior developer,160000
13368,67,51,63,57,64,83,finance director,1150000
13369,54,61,94,84,55,68,junior developer,100000
13370,93,75,76,71,64,50,logistics manager,630000
13371,78,63,75,76,61,65,junior developer,150000
13372,78,86,64,99,56,74,data scientist,860000
13373,90,82,59,87,93,53,junior developer,200000
13374,68,80,80,93,63,73,junior developer,160000
13375,79,84,66,82,78,92,junior developer,150000
13376,52,76,69,92,56,93,data scientist,750000
13377,55,83,85,79,64,76,developer,270000
13378,93,85,65,57,80,61,developer,400000
13379,63,96,72,78,56,55,finance director,1020000
13380,87,60,89,54,62,99,developer,260000
13381,77,80,50,65,59,85,junior developer,160000
13382,95,52,54,93,90,71,developer,270000
13383,74,51,98,71,65,57,finance director,1020000
13384,53,59,91,61,90,53,robotics engineer,850000
13385,88,73,54,58,67,84,data scientist,860000
13386,91,97,69,90,94,71,senior developer,680000
13387,92,68,93,70,63,58,senior developer,490000
13388,84,81,62,91,53,66,logistics manager,520000
13389,80,65,76,94,69,83,economist,380000
13390,51,80,96,91,84,93,junior developer,140000
13391,99,89,95,69,57,91,junior developer,190000
13392,80,85,86,92,76,64,economist,430000
13393,63,62,97,78,94,92,developer,300000
13394,59,99,79,51,74,84,developer,370000
13395,88,78,81,91,81,87,data scientist,900000
13396,66,70,97,96,65,75,data scientist,700000
13397,89,52,88,79,64,72,developer,250000
13398,94,64,94,92,86,82,logistics manager,690000
13399,76,91,66,58,84,80,senior developer,580000
13400,86,74,76,97,72,53,senior developer,580000
13401,98,77,72,90,70,91,logistics manager,560000
13402,54,78,89,95,95,83,developer,280000
13403,85,96,89,72,58,88,junior developer,180000
13404,78,52,93,78,76,74,senior developer,480000
13405,89,54,61,80,79,56,finance director,900000
13406,91,64,53,75,69,53,data scientist,650000
13407,80,61,72,68,91,72,senior developer,470000
13408,91,80,68,66,71,97,developer,400000
13409,51,74,55,72,50,50,senior developer,450000
13410,64,91,63,77,91,73,finance director,1150000
13411,91,62,75,80,97,87,logistics manager,620000
13412,72,54,70,88,73,66,economist,330000
13413,89,86,71,93,63,60,finance director,1220000
13414,79,64,63,61,86,78,developer,310000
13415,89,86,52,78,51,83,finance director,1140000
13416,56,94,86,70,86,92,finance director,1340000
13417,59,91,51,62,60,61,finance director,1030000
13418,86,98,78,98,53,69,data scientist,830000
13419,66,65,74,84,82,68,data scientist,620000
13420,70,62,71,61,52,83,finance director,1140000
13421,59,82,87,94,96,83,developer,340000
13422,92,67,64,67,67,80,finance director,1080000
13423,55,80,68,97,87,84,economist,380000
13424,99,84,57,82,84,55,junior developer,200000
13425,89,97,53,69,93,99,logistics manager,560000
13426,50,80,91,92,57,88,junior developer,120000
13427,84,86,98,54,84,90,robotics engineer,970000
13428,93,81,90,57,76,78,junior developer,200000
13429,95,50,51,83,81,82,junior developer,160000
13430,80,84,69,54,67,98,logistics manager,500000
13431,67,59,77,78,57,95,developer,270000
13432,64,50,59,66,55,68,finance director,1050000
13433,89,67,98,76,50,95,finance director,1170000
13434,99,68,56,90,76,56,robotics engineer,1060000
13435,57,86,98,69,87,89,finance director,1310000
13436,52,87,72,76,87,55,logistics manager,590000
13437,84,54,63,77,64,82,junior developer,130000
13438,95,83,68,82,97,99,senior developer,620000
13439,62,84,99,95,96,67,robotics engineer,1100000
13440,78,85,77,89,62,96,data scientist,900000
13441,53,75,58,60,83,97,robotics engineer,840000
13442,76,64,90,62,88,64,junior developer,170000
13443,56,70,94,94,57,59,developer,280000
13444,85,89,55,53,71,89,developer,360000
13445,57,79,77,72,76,82,economist,330000
13446,89,92,77,89,73,96,economist,490000
13447,87,65,62,65,98,82,developer,290000
13448,61,78,74,97,73,88,junior developer,150000
13449,80,51,63,87,54,88,logistics manager,440000
13450,73,79,74,53,54,65,senior developer,530000
13451,51,99,80,93,93,57,senior developer,600000
13452,58,55,86,79,77,53,finance director,1150000
13453,88,78,84,94,76,94,economist,490000
13454,82,84,89,61,83,60,junior developer,180000
13455,86,72,50,62,89,82,economist,420000
13456,95,50,74,51,84,75,economist,380000
13457,72,52,79,86,93,83,robotics engineer,930000
13458,99,98,54,53,77,80,robotics engineer,960000
13459,97,59,59,69,67,78,robotics engineer,960000
13460,61,75,71,85,50,70,robotics engineer,1020000
13461,87,85,60,68,98,99,junior developer,170000
13462,87,96,83,81,98,94,finance director,1420000
13463,73,60,82,65,87,77,developer,240000
13464,72,97,64,80,82,57,junior developer,150000
13465,58,81,76,68,69,82,finance director,1160000
13466,61,74,71,78,86,69,junior developer,160000
13467,69,80,81,81,92,99,data scientist,800000
13468,71,79,96,67,68,98,data scientist,780000
13469,75,53,80,92,90,69,economist,440000
13470,61,79,64,88,57,62,finance director,1100000
13471,61,81,86,69,75,59,data scientist,930000
13472,95,73,53,57,60,77,logistics manager,470000
13473,83,87,87,78,88,67,developer,360000
13474,61,76,81,82,91,55,junior developer,130000
13475,93,50,68,87,62,63,logistics manager,510000
13476,95,96,54,94,54,97,developer,400000
13477,78,54,92,86,97,93,finance director,1350000
13478,97,58,83,56,96,90,economist,460000
13479,95,94,90,62,97,93,developer,370000
13480,80,71,68,89,68,98,senior developer,610000
13481,70,91,61,65,93,71,finance director,1250000
13482,97,86,91,87,61,65,finance director,1320000
13483,55,79,51,86,74,87,junior developer,120000
13484,88,84,77,50,97,52,data scientist,850000
13485,85,82,73,97,90,54,logistics manager,680000
13486,79,90,60,63,82,77,robotics engineer,830000
13487,50,97,95,85,69,56,finance director,1030000
13488,57,99,91,68,57,55,economist,320000
13489,81,52,68,73,68,72,junior developer,140000
13490,86,65,71,99,88,61,economist,370000
13491,61,74,53,57,56,84,robotics engineer,900000
13492,65,64,59,58,75,93,junior developer,130000
13493,73,55,53,94,70,57,finance director,1010000
13494,94,95,54,50,54,53,data scientist,870000
13495,57,55,61,62,53,76,finance director,930000
13496,51,91,54,55,72,54,junior developer,150000
13497,73,88,67,94,97,76,junior developer,170000
13498,83,96,65,57,52,72,finance director,1270000
13499,69,72,83,86,71,72,junior developer,140000
13500,56,84,60,99,51,63,finance director,1130000
13501,64,95,51,54,59,99,developer,370000
13502,57,76,99,80,89,55,developer,300000
13503,84,85,53,75,75,60,finance director,1100000
13504,99,56,81,54,79,52,data scientist,720000
13505,81,53,69,63,94,59,finance director,1070000
13506,89,71,72,53,62,69,robotics engineer,910000
13507,87,98,69,86,54,79,senior developer,610000
13508,50,63,64,80,74,77,robotics engineer,920000
13509,93,68,90,56,56,90,senior developer,490000
13510,81,95,80,53,71,91,economist,440000
13511,81,98,93,86,56,67,senior developer,700000
13512,57,70,96,52,81,76,data scientist,750000
13513,61,51,74,70,77,95,junior developer,120000
13514,51,84,52,96,91,50,logistics manager,510000
13515,74,72,78,85,68,65,finance director,1270000
13516,54,70,57,93,83,57,logistics manager,470000
13517,50,90,70,55,71,57,finance director,1140000
13518,96,87,62,55,97,59,data scientist,800000
13519,69,93,80,88,56,96,finance director,1290000
13520,75,67,91,98,94,92,data scientist,760000
13521,54,51,96,63,50,97,economist,360000
13522,85,92,93,62,72,92,logistics manager,580000
13523,92,82,55,50,64,90,junior developer,170000
13524,57,94,59,99,81,63,logistics manager,530000
13525,78,86,78,72,71,64,senior developer,670000
13526,86,56,73,79,87,54,robotics engineer,1000000
13527,93,79,75,62,93,83,senior developer,610000
13528,99,54,69,65,55,50,junior developer,170000
13529,70,83,94,90,55,68,economist,400000
13530,80,77,65,64,81,72,robotics engineer,970000
13531,54,76,91,70,90,98,data scientist,750000
13532,60,63,50,93,74,69,logistics manager,500000
13533,50,97,67,59,82,57,data scientist,770000
13534,69,64,53,63,50,77,finance director,1080000
13535,91,87,86,65,68,78,finance director,1370000
13536,82,64,64,82,62,77,developer,290000
13537,50,75,96,68,55,54,economist,280000
13538,81,96,67,78,55,76,finance director,1140000
13539,65,65,63,53,71,53,economist,280000
13540,69,79,71,58,61,94,senior developer,560000
13541,68,80,98,81,95,76,robotics engineer,880000
13542,65,69,90,83,58,84,economist,330000
13543,94,61,56,66,54,98,data scientist,790000
13544,70,65,67,79,56,82,logistics manager,430000
13545,75,79,98,58,77,54,logistics manager,630000
13546,83,75,57,56,66,60,developer,370000
13547,75,57,73,57,74,67,junior developer,130000
13548,95,75,93,84,57,76,logistics manager,550000
13549,96,61,90,69,54,78,robotics engineer,790000
13550,88,92,82,54,92,87,economist,400000
13551,99,66,75,56,97,76,developer,350000
13552,88,73,86,88,84,54,developer,280000
13553,87,59,89,78,82,95,economist,510000
13554,79,76,95,71,79,83,senior developer,510000
13555,95,50,62,81,63,84,junior developer,170000
13556,53,69,69,99,58,86,developer,290000
13557,52,59,98,83,61,66,senior developer,440000
13558,99,66,53,61,92,80,junior developer,190000
13559,99,75,69,97,51,68,logistics manager,550000
13560,68,98,65,66,97,86,logistics manager,570000
13561,92,82,92,87,87,97,senior developer,690000
13562,70,98,66,86,80,71,data scientist,820000
13563,82,89,60,83,71,87,finance director,1260000
13564,89,53,62,57,70,83,data scientist,590000
13565,77,75,73,82,97,93,economist,510000
13566,97,84,65,71,85,55,developer,340000
13567,69,67,69,85,74,52,finance director,1010000
13568,70,77,91,56,86,82,junior developer,160000
13569,89,72,51,71,88,99,developer,280000
13570,51,74,63,80,98,94,finance director,1070000
13571,63,92,71,78,63,53,junior developer,180000
13572,69,89,77,67,68,99,robotics engineer,890000
13573,99,79,72,53,78,92,economist,460000
13574,60,87,90,84,66,66,economist,350000
13575,86,79,80,92,89,52,senior developer,660000
13576,85,93,63,79,55,68,economist,400000
13577,95,87,61,92,57,52,finance director,1190000
13578,60,50,66,50,99,75,robotics engineer,610000
13579,82,92,87,68,62,89,economist,450000
13580,53,52,89,66,55,68,robotics engineer,800000
13581,95,51,97,66,50,90,logistics manager,530000
13582,50,81,96,76,71,86,senior developer,620000
13583,59,87,63,62,60,53,senior developer,590000
13584,50,58,70,51,91,95,data scientist,590000
13585,91,94,53,58,66,92,economist,460000
13586,54,79,96,72,59,75,finance director,1210000
13587,80,88,91,80,78,55,economist,380000
13588,64,66,91,72,73,51,finance director,1070000
13589,79,87,69,75,88,52,finance director,1170000
13590,72,54,51,72,94,59,junior developer,140000
13591,87,80,57,83,68,51,junior developer,170000
13592,51,84,76,55,98,89,logistics manager,540000
13593,62,71,88,83,85,59,junior developer,140000
13594,59,97,95,87,98,73,finance director,1130000
13595,58,79,96,69,66,67,robotics engineer,830000
13596,65,66,97,87,76,90,developer,270000
13597,87,63,92,94,67,82,junior developer,140000
13598,95,87,96,94,96,72,developer,430000
13599,73,88,69,64,83,89,robotics engineer,870000
13600,59,97,85,91,80,94,finance director,1300000
13601,52,81,86,51,64,91,economist,390000
13602,58,62,96,69,99,53,finance director,1150000
13603,77,86,99,82,51,65,economist,370000
13604,58,80,66,54,92,77,robotics engineer,840000
13605,94,68,75,87,94,72,logistics manager,620000
13606,94,93,91,94,56,83,finance director,1320000
13607,72,93,63,96,95,90,finance director,1430000
13608,75,78,55,90,87,74,economist,350000
13609,91,96,62,84,55,99,data scientist,1050000
13610,76,63,89,97,53,82,economist,370000
13611,81,58,94,57,95,96,senior developer,490000
13612,82,83,64,68,78,65,finance director,1290000
13613,72,53,99,61,65,90,logistics manager,580000
13614,81,99,66,72,70,90,developer,420000
13615,55,60,52,76,66,66,finance director,830000
13616,75,51,97,99,89,51,logistics manager,530000
13617,83,57,93,91,50,81,junior developer,160000
13618,85,85,98,79,52,83,junior developer,160000
13619,51,87,78,58,58,57,developer,320000
13620,99,92,85,89,86,71,data scientist,980000
13621,92,81,97,92,59,60,economist,350000
13622,62,63,59,62,95,78,robotics engineer,810000
13623,81,83,98,77,56,90,economist,400000
13624,96,59,97,84,79,75,developer,310000
13625,70,65,57,99,68,70,developer,250000
13626,94,78,93,82,76,78,senior developer,550000
13627,73,82,51,61,84,67,economist,410000
13628,55,64,80,83,98,83,finance director,1150000
13629,50,97,98,56,71,64,finance director,1070000
13630,86,74,52,91,99,58,robotics engineer,1120000
13631,55,78,58,84,77,74,finance director,1200000
13632,78,87,70,79,54,63,economist,370000
13633,58,58,62,59,92,63,finance director,930000
13634,54,74,91,89,80,69,data scientist,840000
13635,55,78,74,63,60,78,junior developer,130000
13636,81,55,90,91,52,64,data scientist,620000
13637,60,68,79,70,77,70,data scientist,810000
13638,83,79,59,55,57,79,economist,380000
13639,62,69,60,77,87,91,junior developer,120000
13640,98,98,82,79,69,79,developer,460000
13641,67,99,77,54,51,91,data scientist,800000
13642,83,77,83,95,52,58,robotics engineer,1100000
13643,78,63,65,77,68,77,logistics manager,470000
13644,85,99,51,72,55,75,robotics engineer,1160000
13645,92,68,94,97,63,99,senior developer,620000
13646,69,93,71,60,58,50,robotics engineer,840000
13647,95,60,65,79,75,81,developer,340000
13648,80,71,60,84,56,78,robotics engineer,950000
13649,51,99,62,63,58,72,junior developer,150000
13650,58,74,87,99,66,50,logistics manager,480000
13651,81,57,52,58,59,92,junior developer,150000
13652,70,77,59,95,59,76,junior developer,170000
13653,56,75,63,93,54,95,economist,380000
13654,82,52,81,62,74,68,developer,290000
13655,78,67,85,55,80,72,logistics manager,530000
13656,87,59,87,63,66,88,senior developer,490000
13657,62,79,66,98,81,69,developer,320000
13658,88,70,66,68,66,72,logistics manager,460000
13659,94,57,69,74,61,79,robotics engineer,810000
13660,85,94,99,75,93,50,robotics engineer,1090000
13661,78,53,68,91,82,51,junior developer,150000
13662,69,98,66,59,76,57,data scientist,950000
13663,97,64,85,65,97,76,junior developer,180000
13664,99,53,87,96,69,57,data scientist,640000
13665,68,82,50,74,55,54,senior developer,490000
13666,71,72,54,90,94,71,economist,400000
13667,77,67,55,78,92,97,developer,330000
13668,87,52,81,78,76,93,economist,430000
13669,64,79,53,86,88,74,junior developer,160000
13670,94,50,51,80,50,84,finance director,1020000
13671,85,89,84,77,62,93,logistics manager,500000
13672,50,67,75,72,99,80,developer,250000
13673,58,66,89,80,93,61,economist,420000
13674,58,65,63,97,51,91,economist,330000
13675,57,86,93,87,72,57,data scientist,870000
13676,77,96,80,84,96,58,finance director,1280000
13677,66,84,99,99,91,59,robotics engineer,1240000
13678,54,81,53,69,58,89,logistics manager,440000
13679,62,99,73,54,58,87,junior developer,150000
13680,82,60,94,80,78,60,economist,390000
13681,78,89,84,70,79,90,senior developer,530000
13682,84,50,98,81,88,98,senior developer,530000
13683,98,99,75,91,70,93,senior developer,770000
13684,51,61,80,53,67,88,economist,310000
13685,78,98,98,70,82,55,logistics manager,580000
13686,80,63,98,52,89,59,finance director,1360000
13687,56,88,70,57,84,55,logistics manager,570000
13688,51,81,67,59,73,71,economist,300000
13689,60,76,77,51,78,57,senior developer,500000
13690,57,97,82,88,97,57,junior developer,140000
13691,53,63,86,78,88,53,developer,270000
13692,59,51,57,81,84,92,logistics manager,510000
13693,63,73,53,79,55,77,senior developer,530000
13694,55,88,97,53,76,93,data scientist,760000
13695,58,56,97,71,56,83,junior developer,120000
13696,77,92,86,55,58,63,economist,320000
13697,78,86,57,68,97,88,junior developer,180000
13698,70,83,66,76,73,85,logistics manager,570000
13699,88,71,83,62,86,82,junior developer,150000
13700,83,98,78,78,70,57,senior developer,570000
13701,57,87,70,54,87,71,robotics engineer,970000
13702,95,60,62,82,80,54,finance director,1080000
13703,90,95,92,85,59,55,data scientist,980000
13704,52,57,89,87,67,81,finance director,1260000
13705,64,98,58,52,64,97,economist,370000
13706,52,82,87,84,76,89,data scientist,890000
13707,54,81,84,86,72,95,robotics engineer,1040000
13708,94,52,74,78,70,89,finance director,1280000
13709,77,73,79,95,88,67,data scientist,850000
13710,54,68,84,97,70,82,robotics engineer,1080000
13711,56,64,73,70,60,56,finance director,1070000
13712,51,96,51,93,69,54,junior developer,170000
13713,58,65,77,97,56,92,senior developer,520000
13714,68,61,62,60,55,64,junior developer,140000
13715,58,62,56,94,65,83,robotics engineer,920000
13716,77,62,96,58,85,91,senior developer,550000
13717,65,93,86,62,95,51,robotics engineer,910000
13718,61,72,82,51,74,57,senior developer,490000
13719,99,66,77,80,72,93,senior developer,600000
13720,68,92,81,73,74,65,data scientist,970000
13721,55,55,61,97,60,74,senior developer,520000
13722,58,95,70,65,96,62,data scientist,830000
13723,94,87,73,93,57,97,senior developer,660000
13724,67,82,74,89,94,82,logistics manager,640000
13725,70,72,71,90,61,59,logistics manager,560000
13726,90,73,77,74,94,69,logistics manager,540000
13727,72,54,72,98,55,50,logistics manager,470000
13728,85,61,53,62,51,54,senior developer,420000
13729,75,62,55,94,58,52,logistics manager,520000
13730,75,61,76,93,65,73,robotics engineer,1050000
13731,70,62,52,76,51,98,senior developer,430000
13732,78,82,68,78,60,66,economist,330000
13733,95,63,93,71,74,63,robotics engineer,860000
13734,69,55,79,80,80,71,logistics manager,520000
13735,68,64,59,73,67,62,robotics engineer,850000
13736,79,73,60,89,66,73,finance director,1250000
13737,83,58,85,79,66,69,junior developer,140000
13738,80,67,88,56,61,94,data scientist,710000
13739,60,93,91,68,66,70,senior developer,640000
13740,74,71,57,62,55,84,senior developer,540000
13741,77,76,91,52,88,77,robotics engineer,940000
13742,84,68,57,86,96,77,finance director,1180000
13743,63,80,60,56,92,53,developer,270000
13744,55,75,58,85,64,81,economist,380000
13745,99,51,75,70,90,61,robotics engineer,930000
13746,82,53,57,74,75,87,junior developer,150000
13747,54,99,62,89,92,57,robotics engineer,950000
13748,57,56,73,74,71,92,finance director,980000
13749,91,79,77,53,85,84,finance director,1180000
13750,67,76,55,75,91,71,junior developer,170000
13751,93,71,57,70,68,82,junior developer,190000
13752,82,91,84,59,97,63,senior developer,520000
13753,51,59,72,85,91,56,logistics manager,520000
13754,74,92,82,53,64,63,finance director,1070000
13755,98,88,61,63,71,89,economist,440000
13756,92,93,56,72,92,56,developer,390000
13757,68,91,86,70,83,62,junior developer,140000
13758,63,96,82,53,94,64,robotics engineer,950000
13759,98,87,60,68,70,91,finance director,1280000
13760,89,84,91,56,95,89,economist,500000
13761,50,73,75,50,94,57,finance director,1070000
13762,58,72,66,80,77,64,junior developer,150000
13763,95,75,53,88,88,50,senior developer,620000
13764,85,92,71,81,56,50,senior developer,590000
13765,79,94,88,74,99,59,senior developer,570000
13766,72,85,84,67,65,84,economist,360000
13767,94,95,69,55,79,87,data scientist,1010000
13768,80,57,96,68,65,73,robotics engineer,930000
13769,92,73,70,54,96,90,junior developer,190000
13770,51,81,99,77,53,62,junior developer,120000
13771,91,71,65,69,80,98,economist,420000
13772,56,84,55,96,70,94,logistics manager,480000
13773,80,79,60,89,71,78,logistics manager,620000
13774,80,81,50,84,74,93,data scientist,770000
13775,86,96,70,99,83,91,junior developer,180000
13776,79,58,54,85,67,68,finance director,870000
13777,70,70,80,64,79,52,robotics engineer,880000
13778,82,62,83,85,56,67,junior developer,140000
13779,88,86,69,99,80,84,robotics engineer,1200000
13780,88,97,96,55,80,89,developer,440000
13781,70,89,75,52,88,76,data scientist,820000
13782,95,97,86,80,50,55,logistics manager,620000
13783,63,84,52,90,59,91,data scientist,770000
13784,55,63,87,53,51,60,finance director,1060000
13785,87,62,81,87,66,65,economist,360000
13786,86,69,72,91,97,89,junior developer,180000
13787,76,53,77,67,50,86,finance director,1260000
13788,94,63,76,88,91,61,data scientist,670000
13789,62,50,59,98,88,94,junior developer,110000
13790,52,53,81,88,74,90,economist,370000
13791,79,70,83,50,99,95,senior developer,550000
13792,77,65,52,56,99,59,data scientist,600000
13793,79,77,93,84,92,70,data scientist,850000
13794,82,95,64,64,53,60,senior developer,640000
13795,64,65,75,52,93,75,finance director,1290000
13796,50,63,94,79,93,85,senior developer,540000
13797,64,94,96,71,55,69,developer,360000
13798,52,89,96,75,95,67,developer,340000
13799,55,88,71,66,79,92,developer,340000
13800,58,57,61,58,89,63,data scientist,640000
13801,61,89,56,65,54,53,junior developer,140000
13802,80,94,52,58,78,94,finance director,1170000
13803,81,57,97,55,62,56,robotics engineer,850000
13804,95,56,85,60,82,94,data scientist,690000
13805,60,61,68,62,69,54,developer,290000
13806,50,87,98,75,51,71,robotics engineer,1100000
13807,92,61,54,89,83,51,data scientist,610000
13808,52,68,78,97,93,50,senior developer,550000
13809,83,72,63,94,63,65,robotics engineer,1010000
13810,95,64,51,59,79,61,junior developer,150000
13811,89,92,85,82,82,72,logistics manager,670000
13812,53,57,94,76,78,82,senior developer,460000
13813,82,62,75,68,99,85,robotics engineer,840000
13814,54,90,97,87,68,82,economist,370000
13815,99,94,84,74,78,71,data scientist,940000
13816,84,56,82,59,80,75,finance director,1090000
13817,57,73,99,64,88,67,finance director,1330000
13818,76,52,82,88,54,74,economist,370000
13819,75,71,53,58,74,55,finance director,1110000
13820,66,78,59,52,78,66,logistics manager,420000
13821,62,59,57,65,93,95,junior developer,130000
13822,66,57,65,52,77,90,robotics engineer,780000
13823,93,62,79,96,99,71,logistics manager,670000
13824,68,51,88,87,65,58,junior developer,110000
13825,72,74,53,72,91,79,economist,350000
13826,84,75,67,84,54,72,developer,330000
13827,87,86,70,61,97,54,data scientist,770000
13828,67,52,52,95,62,53,junior developer,110000
13829,87,81,83,53,77,69,data scientist,850000
13830,83,71,68,72,97,56,finance director,1220000
13831,99,88,61,93,89,61,logistics manager,630000
13832,66,95,64,95,87,53,senior developer,670000
13833,61,66,63,68,98,95,developer,280000
13834,61,98,69,76,64,93,junior developer,190000
13835,85,50,77,98,55,71,senior developer,470000
13836,92,56,88,53,85,92,logistics manager,490000
13837,75,99,90,68,51,65,developer,390000
13838,84,82,82,92,92,87,logistics manager,660000
13839,97,53,97,70,56,80,logistics manager,600000
13840,85,90,84,79,58,95,logistics manager,530000
13841,78,62,92,65,55,86,economist,390000
13842,69,97,68,68,98,66,senior developer,560000
13843,52,50,97,73,76,61,data scientist,590000
13844,90,63,92,65,63,66,logistics manager,480000
13845,94,99,59,77,64,81,robotics engineer,1150000
13846,87,67,64,71,54,96,junior developer,150000
13847,58,75,94,58,52,77,junior developer,140000
13848,70,80,70,97,91,66,developer,350000
13849,84,74,85,80,72,63,robotics engineer,1010000
13850,64,96,98,86,71,56,junior developer,160000
13851,67,89,85,50,72,86,senior developer,530000
13852,69,99,86,52,91,55,logistics manager,620000
13853,83,97,74,83,84,80,economist,440000
13854,91,86,88,63,98,67,finance director,1240000
13855,95,50,79,82,94,92,logistics manager,580000
13856,75,88,67,54,85,65,robotics engineer,870000
13857,85,92,67,59,61,92,junior developer,210000
13858,95,56,74,65,76,77,data scientist,630000
13859,55,62,86,96,92,59,data scientist,780000
13860,55,62,81,65,95,76,economist,360000
13861,83,65,78,68,58,97,economist,360000
13862,60,84,97,58,79,95,finance director,1160000
13863,76,65,61,85,71,65,finance director,1040000
13864,98,57,76,77,87,90,robotics engineer,920000
13865,85,87,90,99,77,75,robotics engineer,1200000
13866,96,64,56,94,88,81,data scientist,630000
13867,90,52,79,62,67,75,senior developer,420000
13868,64,77,54,52,53,80,economist,350000
13869,76,56,73,64,97,74,logistics manager,580000
13870,92,52,98,66,61,90,data scientist,790000
13871,68,91,66,61,66,55,senior developer,570000
13872,95,60,52,75,80,74,developer,340000
13873,85,70,60,53,62,55,senior developer,540000
